,location,total_sqft,bath,price,bhk,encoded_loc
5270,Kammanahalli,1200.0,2,80.0,2,124
5271,Margondanahalli,900.0,2,49.0,2,162
5272,Sarjapur,1830.0,3,88.0,3,193
5273,others,1800.0,4,68.0,5,230
5274,Uttarahalli,1065.0,2,42.59,2,216
5275,others,900.0,2,65.0,3,230
5276,others,946.0,2,45.0,2,230
5277,Laggere,1500.0,1,60.0,1,152
5278,Sarjapur  Road,1711.0,3,110.0,3,194
5279,Kudlu Gate,1656.0,3,80.0,3,148
5280,Uttarahalli,1075.0,2,46.76,2,216
5281,Harlur,1752.12,3,133.0,3,91
5282,others,1540.0,3,85.0,3,230
5283,LB Shastri Nagar,665.0,1,32.0,1,151
5284,Sector 2 HSR Layout,1665.0,3,110.0,3,196
5285,Electronics City Phase 1,1145.0,2,54.0,2,76
5286,Whitefield,1185.0,2,41.0,2,224
5287,Marathahalli,1693.0,3,125.0,3,161
5288,Uttarahalli,1155.0,2,40.6,2,216
5289,others,1610.0,2,64.4,3,230
5290,Whitefield,1200.0,3,56.58,3,224
5291,EPIP Zone,1709.0,3,80.0,3,73
5292,Gottigere,1400.0,2,50.0,3,82
5293,KR Puram,1200.0,2,42.0,2,115
5294,others,1439.0,3,57.23,3,230
5295,Kasavanhalli,1375.0,2,72.0,2,130
5296,Vijayanagar,1200.0,2,75.0,3,220
5297,Yelahanka,1315.0,2,75.0,2,226
5298,Yelahanka,3600.0,6,200.0,6,226
5299,Vijayanagar,1178.0,2,82.0,2,220
5300,Bannerghatta Road,1430.0,3,59.0,3,34
5301,Mahadevpura,1400.0,2,65.8,3,156
5302,Thanisandra,1093.0,2,72.0,2,209
5303,Horamavu Banaswadi,1200.0,2,45.0,2,99
5304,Magadi Road,5000.0,6,360.0,5,155
5305,Whitefield,2210.0,3,156.0,3,224
5306,Uttarahalli,1150.0,2,70.0,2,216
5307,others,1435.0,2,60.0,3,230
5308,Whitefield,1173.0,2,78.2,2,224
5309,Thanisandra,1140.0,2,39.0,2,209
5310,others,1717.0,3,120.0,3,230
5311,Mallasandra,1325.0,2,65.0,2,158
5312,Hoodi,1370.0,3,67.0,3,97
5313,others,1409.0,2,62.0,3,230
5314,Bellandur,1200.0,2,52.0,2,40
5315,Thanisandra,1200.0,2,53.5,2,209
5316,Whitefield,1740.0,4,130.0,3,224
5317,Hennur Road,1232.0,2,88.0,2,96
5318,Chandapura,1200.0,2,36.0,2,55
5319,others,1250.0,2,50.0,2,230
5320,Bommanahalli,2100.0,4,85.0,4,47
5321,5th Phase JP Nagar,552.0,1,23.5,1,4
5322,Uttarahalli,1065.0,2,42.59,3,216
5323,others,1225.0,2,65.0,2,230
5324,Padmanabhanagar,1067.0,2,52.0,2,178
5325,Sarjapur,1364.0,2,56.0,3,193
5326,others,1750.0,3,75.0,3,230
5327,Bannerghatta Road,1240.0,2,71.0,2,34
5328,Hulimavu,1200.0,2,75.0,2,105
5329,Kaggadasapura,1540.0,3,75.0,3,118
5330,others,1504.0,2,102.0,3,230
5331,others,1116.0,2,49.8,2,230
5332,Hennur Road,2365.0,4,175.0,3,96
5333,Sarjapura - Attibele Road,1308.0,2,37.0,2,195
5334,Vijayanagar,864.0,2,45.0,2,220
5335,Hoskote,1069.0,2,38.0,3,103
5336,Hebbal,1333.0,2,100.0,2,92
5337,others,1800.0,4,145.0,4,230
5338,Thanisandra,1698.0,3,107.0,3,209
5339,JP Nagar,1275.0,2,43.6,3,109
5340,Raja Rajeshwari Nagar,1060.0,2,48.0,2,184
5341,Hennur,1160.0,2,49.0,2,95
5342,Sarjapur  Road,1484.0,2,65.0,3,194
5343,Hennur Road,1310.0,2,66.0,2,96
5344,others,3000.0,4,240.0,4,230
5345,Varthur,2145.0,3,165.0,3,217
5346,Jigani,1230.0,3,60.0,3,113
5347,Bommasandra Industrial Area,1310.0,2,37.83,3,49
5348,others,1150.0,2,60.0,2,230
5349,Munnekollal,1385.0,2,66.5,3,164
5350,Tumkur Road,1066.0,2,52.5,2,214
5351,Thanisandra,2293.0,3,80.26,3,209
5352,others,1625.0,3,92.0,3,230
5353,Raja Rajeshwari Nagar,3900.0,6,195.0,6,184
5354,7th Phase JP Nagar,1000.0,2,70.65,2,6
5355,Nagavarapalya,907.0,2,38.0,2,172
5356,Ulsoor,3500.0,4,138.0,4,215
5357,Varthur,1395.0,2,79.0,3,217
5358,others,1180.0,2,50.0,2,230
5359,Banaswadi,1903.0,6,140.0,5,31
5360,Electronic City,1175.0,2,47.0,2,74
5361,others,1272.0,2,51.5,2,230
5362,others,1490.0,2,92.0,3,230
5363,Yeshwanthpur,1144.0,2,67.0,2,229
5364,others,2400.0,5,140.0,4,230
5365,Hormavu,1143.0,2,53.0,2,100
5366,Karuna Nagar,2500.0,3,190.0,3,129
5367,others,1044.0,2,60.0,2,230
5368,Prithvi Layout,1352.0,3,93.0,2,181
5369,Hennur Road,1552.0,3,75.0,3,96
5370,Bellandur,1785.0,3,120.0,3,40
5371,Pai Layout,810.0,2,34.5,2,179
5372,Banashankari Stage V,1650.0,3,51.98,3,29
5373,others,1595.0,3,70.39,3,230
5374,Whitefield,1060.0,2,35.0,2,224
5375,Babusapalaya,1410.0,2,65.0,3,24
5376,Nagarbhavi,1523.0,2,56.0,3,169
5377,Kanakpura Road,1591.0,3,122.0,3,127
5378,others,1640.0,3,84.0,3,230
5379,Yelahanka New Town,450.0,1,16.0,1,227
5380,Bannerghatta Road,1305.0,2,60.0,3,34
5381,Yelahanka,1590.0,3,54.0,3,226
5382,Kaggadasapura,1240.0,2,45.0,2,118
5383,others,1200.0,2,54.0,2,230
5384,Dodda Nekkundi,1100.0,2,41.16,2,67
5385,Channasandra,1310.0,2,45.0,3,56
5386,others,959.0,2,42.5,2,230
5387,Yelahanka,1390.0,2,70.21,2,226
5388,Hulimavu,1590.0,2,46.0,2,105
5389,Kenchenahalli,1280.0,2,69.0,3,134
5390,Kasturi Nagar,1000.0,2,58.0,2,131
5391,Marathahalli,1196.0,2,57.9,2,161
5392,Sarjapur  Road,1220.0,3,57.0,3,194
5393,Ambalipura,950.0,2,31.95,2,12
5394,others,1141.0,2,55.0,2,230
5395,5th Phase JP Nagar,1200.0,2,51.0,2,4
5396,Kasavanhalli,1380.0,2,55.0,3,130
5397,Doddathoguru,855.0,2,32.0,2,70
5398,Chandapura,922.0,2,36.0,2,55
5399,others,1200.0,2,43.2,2,230
5400,7th Phase JP Nagar,1070.0,2,42.0,2,6
5401,others,1293.0,2,75.0,2,230
5402,R.T. Nagar,1380.0,2,50.0,3,182
5403,Yelahanka New Town,1599.0,3,80.0,3,227
5404,Nehru Nagar,967.0,2,41.1,2,174
5405,others,1885.0,3,90.0,3,230
5406,others,860.0,2,65.5,2,230
5407,Sarjapur  Road,1050.0,2,63.5,2,194
5408,Marathahalli,1595.0,3,88.0,3,161
5409,Sarjapur  Road,1350.0,2,102.0,2,194
5410,Hebbal,1204.0,2,45.0,2,92
5411,Sarjapur  Road,2990.0,4,240.0,4,194
5412,Sarjapur  Road,1035.0,2,49.0,2,194
5413,others,1000.0,2,29.95,2,230
5414,Sarjapur  Road,1457.0,3,85.0,3,194
5415,Bannerghatta,1100.0,2,66.0,2,33
5416,Whitefield,1655.0,3,120.0,3,224
5417,Kanakpura Road,1691.2,3,115.0,3,127
5418,Ramagondanahalli,1215.0,2,46.1,2,187
5419,Kanakpura Road,1660.0,2,50.125,2,127
5420,Hoodi,1639.0,3,129.0,3,97
5421,Sarjapur  Road,1685.0,3,135.0,3,194
5422,Hormavu,1100.0,2,38.0,2,100
5423,Marathahalli,2122.0,3,125.0,3,161
5424,others,1050.0,2,47.0,2,230
5425,Kengeri,1230.0,2,45.0,2,135
5426,5th Phase JP Nagar,1240.0,3,60.0,3,4
5427,Electronic City Phase II,1252.0,2,65.0,3,75
5428,others,1374.0,2,88.0,3,230
5429,8th Phase JP Nagar,500.0,1,30.0,1,7
5430,Banashankari,1040.0,2,45.0,2,26
5431,Sarjapur  Road,1350.0,2,68.0,2,194
5432,Whitefield,4003.0,6,300.0,4,224
5433,Hennur,2400.0,3,135.0,3,95
5434,Haralur Road,1560.0,3,90.0,3,90
5435,Anandapura,1151.0,2,43.16,2,15
5436,Uttarahalli,1360.0,2,47.59,3,216
5437,others,1250.0,2,60.0,2,230
5438,Hennur Road,1015.0,2,50.0,2,96
5439,Kadugodi,1351.0,2,78.0,3,117
5440,Yelahanka New Town,960.0,2,50.0,2,227
5441,others,1110.0,2,52.0,2,230
5442,R.T. Nagar,1680.0,3,72.0,3,182
5443,Arekere,2400.0,3,180.0,3,20
5444,others,1350.0,3,48.6,3,230
5445,Horamavu Banaswadi,1254.0,2,47.0,2,99
5446,CV Raman Nagar,1051.0,2,61.0,2,53
5447,Uttarahalli,1099.0,2,65.0,2,216
5448,Hebbal,2650.0,4,199.0,3,92
5449,others,2000.0,2,160.0,4,230
5450,Whitefield,1125.0,2,45.0,2,224
5451,Vittasandra,1650.0,3,85.0,3,223
5452,others,834.0,1,62.0,1,230
5453,Gollarapalya Hosahalli,1320.0,3,60.0,3,81
5454,Mysore Road,1500.0,3,74.0,3,166
5455,Kanakpura Road,1590.0,1,125.0,1,127
5456,Whitefield,1180.0,2,70.0,2,224
5457,Kadugodi,1010.0,2,50.0,2,117
5458,Channasandra,1070.0,2,38.0,2,56
5459,Choodasandra,1580.0,3,105.0,3,60
5460,Green Glen Layout,2000.0,3,165.0,3,83
5461,Sanjay nagar,1200.0,2,76.0,3,191
5462,Kalena Agrahara,1040.0,2,45.0,2,121
5463,Hulimavu,1430.0,2,90.0,3,105
5464,Thanisandra,1564.0,3,105.0,3,209
5465,Hormavu,750.0,2,58.0,2,100
5466,Kasavanhalli,1200.0,2,60.0,2,130
5467,Begur Road,1200.0,2,44.4,2,39
5468,others,2000.0,4,135.0,4,230
5469,Yelahanka,1650.0,3,105.0,3,226
5470,Yelahanka,1200.0,2,55.0,2,226
5471,Kengeri Satellite Town,985.0,2,42.0,2,136
5472,Ramagondanahalli,1475.0,2,63.0,3,187
5473,Sarjapur  Road,1157.0,2,53.99,3,194
5474,others,900.0,2,35.0,2,230
5475,Gottigere,2500.0,3,120.0,4,82
5476,GM Palaya,1030.0,2,60.0,2,78
5477,others,1000.0,2,46.0,2,230
5478,Kasavanhalli,4260.0,4,333.0,4,130
5479,Kudlu,1570.0,2,65.94,3,147
5480,Kanakapura,1283.0,2,68.0,2,126
5481,others,1200.0,2,52.0,2,230
5482,Konanakunte,2400.0,2,180.0,3,143
5483,Old Madras Road,3630.0,6,196.0,4,177
5484,Yelahanka,990.0,2,37.62,2,226
5485,others,1280.0,2,90.0,2,230
5486,others,1190.0,2,55.0,2,230
5487,Yelachenahalli,1100.0,2,60.0,2,225
5488,Harlur,1133.0,2,55.0,2,91
5489,Somasundara Palya,2400.0,3,140.0,4,202
5490,Whitefield,1280.0,2,69.0,2,224
5491,Horamavu Agara,1250.0,3,65.0,3,98
5492,Begur Road,1565.0,2,49.3,3,39
5493,others,1900.0,3,65.0,3,230
5494,Munnekollal,1080.0,2,45.0,2,164
5495,Battarahalli,600.0,1,47.0,1,37
5496,HRBR Layout,1335.0,2,87.0,3,88
5497,JP Nagar,5048.0,2,237.5,3,109
5498,Sarjapur  Road,1385.0,3,55.0,3,194
5499,others,1578.0,3,73.9,3,230
5500,Sarjapur  Road,1700.0,3,79.9,3,194
5501,Vidyaranyapura,1120.0,2,70.0,2,219
5502,Electronic City,435.0,1,22.0,1,74
5503,Magadi Road,1116.0,2,51.89,2,155
5504,Old Madras Road,1480.0,3,95.0,3,177
5505,Hormavu,1000.0,2,50.0,2,100
5506,HSR Layout,1145.0,2,46.0,2,89
5507,Bommasandra,800.0,1,32.0,2,48
5508,Thanisandra,1265.0,2,83.0,2,209
5509,Devanahalli,2425.0,3,88.2,3,65
5510,others,1475.0,2,70.0,2,230
5511,BTM 2nd Stage,1265.0,2,55.0,2,22
5512,Brookefield,1080.0,2,50.0,2,51
5513,Whitefield,2023.0,4,130.0,3,224
5514,others,2400.0,2,125.0,2,230
5515,Kadubeesanahalli,1545.0,2,66.0,3,116
5516,6th Phase JP Nagar,1350.0,2,58.0,3,5
5517,Hoodi,1108.0,2,74.23,2,97
5518,Marathahalli,1730.0,3,115.0,3,161
5519,others,1427.0,2,70.0,3,230
5520,Yelahanka,935.0,2,35.53,2,226
5521,Sarjapura - Attibele Road,1073.0,2,31.77,2,195
5522,Ananth Nagar,960.0,2,37.0,2,16
5523,Thigalarapalya,2215.0,4,150.0,3,210
5524,Electronic City Phase II,1125.0,2,32.49,2,75
5525,Brookefield,1230.0,2,55.0,2,51
5526,Mahadevpura,1438.0,2,89.0,2,156
5527,7th Phase JP Nagar,1080.0,2,75.0,2,6
5528,Uttarahalli,1590.0,3,58.0,3,216
5529,others,1350.0,3,68.0,3,230
5530,Raja Rajeshwari Nagar,1400.0,2,48.0,3,184
5531,Kaggadasapura,1560.0,2,72.0,3,118
5532,Mallasandra,1810.0,3,57.0,4,158
5533,others,2274.24,4,160.0,3,230
5534,Sonnenahalli,1484.0,3,74.18,3,204
5535,others,1455.0,2,55.0,3,230
5536,Thanisandra,2280.0,4,184.0,3,209
5537,Bharathi Nagar,1351.0,2,74.0,2,42
5538,Kanakpura Road,1223.0,2,42.81,3,127
5539,KR Puram,1430.0,2,61.0,3,115
5540,Sarjapur  Road,984.0,2,55.0,2,194
5541,Jalahalli,1770.0,3,100.0,3,111
5542,Margondanahalli,1140.0,2,60.0,2,162
5543,Bommanahalli,1170.0,2,34.0,2,47
5544,others,1570.0,3,80.0,3,230
5545,others,1495.0,2,65.0,3,230
5546,Hoodi,1530.0,2,67.0,3,97
5547,Gunjur,1800.0,3,70.0,3,85
5548,Bellandur,1088.0,2,48.0,2,40
5549,Hosa Road,1533.0,3,98.18,3,101
5550,Rachenahalli,1100.0,2,68.0,2,183
5551,Thubarahalli,1540.0,3,90.0,3,211
5552,Hebbal,1244.0,3,48.0,2,92
5553,Hosa Road,1040.0,2,68.59,2,101
5554,Begur Road,1260.0,2,39.69,2,39
5555,Thigalarapalya,1245.0,2,100.0,2,210
5556,others,1350.0,3,75.0,3,230
5557,Vijayanagar,920.0,2,60.0,2,220
5558,others,2300.0,7,160.0,6,230
5559,Yelahanka New Town,2095.0,3,109.0,4,227
5560,Begur Road,1100.0,2,71.42,2,39
5561,Vijayanagar,1019.0,2,58.0,2,220
5562,Harlur,1756.0,3,128.0,3,91
5563,Bommasandra,1280.0,3,50.0,3,48
5564,Whitefield,2134.0,4,118.0,3,224
5565,Hosa Road,1369.1,2,98.0,2,101
5566,others,2515.0,4,155.0,3,230
5567,Thigalarapalya,2215.0,4,154.0,3,210
5568,others,1440.0,3,72.0,3,230
5569,Hennur Road,1186.0,2,55.33,3,96
5570,Hebbal,1800.0,3,140.0,3,92
5571,Kudlu,1600.0,3,79.0,3,147
5572,GM Palaya,1000.0,2,35.0,2,78
5573,Kambipura,1082.0,2,45.5,3,123
5574,Nagarbhavi,1050.0,2,80.0,2,169
5575,others,1200.0,2,56.0,2,230
5576,Begur,3500.0,4,185.0,3,38
5577,Dasarahalli,1220.0,2,52.0,2,64
5578,Binny Pete,1970.0,3,164.0,3,45
5579,Kanakapura,2130.0,4,120.0,4,126
5580,Harlur,1749.0,3,120.0,3,91
5581,Doddaballapur,1590.0,2,48.0,3,68
5582,others,1670.0,3,75.0,3,230
5583,Hennur Road,2264.0,3,168.0,3,96
5584,Begur,1100.0,2,55.0,2,38
5585,Chandapura,674.0,1,19.9,2,55
5586,Electronics City Phase 1,1125.0,2,65.0,2,76
5587,Nagavara,1125.0,2,44.5,2,171
5588,others,700.0,2,29.0,2,230
5589,BTM Layout,1300.0,2,75.0,3,23
5590,JP Nagar,1600.0,3,83.0,3,109
5591,Magadi Road,1052.0,2,60.0,3,155
5592,Devarachikkanahalli,1130.0,2,36.0,2,66
5593,Electronic City,1500.0,2,63.0,3,74
5594,Gottigere,1230.0,2,52.0,3,82
5595,Haralur Road,1520.0,2,85.0,3,90
5596,Kanakpura Road,525.0,1,26.25,1,127
5597,Hosa Road,1040.0,2,61.0,2,101
5598,others,1300.0,2,67.0,3,230
5599,Old Airport Road,2690.0,4,201.0,4,176
5600,Panathur,1140.0,2,51.2,2,180
5601,Nagavarapalya,646.0,1,25.84,1,172
5602,Kadugodi,1890.0,4,125.0,3,117
5603,Whitefield,1458.0,2,62.0,3,224
5604,Green Glen Layout,1970.0,3,160.0,3,83
5605,Whitefield,1808.0,4,80.0,3,224
5606,Balagere,1007.0,2,67.0,2,25
5607,Doddathoguru,1105.0,2,50.0,2,70
5608,Raja Rajeshwari Nagar,1170.0,2,50.0,2,184
5609,Chandapura,1080.0,2,45.0,2,55
5610,Kaggalipura,1150.0,2,62.0,3,119
5611,Ramamurthy Nagar,1200.0,2,57.9,2,188
5612,Kudlu Gate,1656.0,3,75.0,3,148
5613,KR Puram,1040.0,2,50.0,2,115
5614,Hosur Road,1085.0,2,33.7,2,104
5615,others,1215.0,2,49.75,3,230
5616,NRI Layout,2150.0,4,115.0,4,168
5617,Panathur,1210.0,2,77.0,2,180
5618,others,1050.0,2,55.0,2,230
5619,Malleshpalya,1421.0,2,90.0,2,159
5620,Old Madras Road,1425.0,2,74.31,3,177
5621,Budigere,1162.0,2,58.0,2,52
5622,Whitefield,905.0,1,60.0,1,224
5623,Sarjapur  Road,914.0,2,32.0,2,194
5624,others,1258.0,2,58.0,2,230
5625,Hormavu,3500.0,4,289.0,4,100
5626,Whitefield,1537.0,2,70.0,3,224
5627,Chikkalasandra,1230.0,2,53.51,3,59
5628,Hosur Road,2000.0,4,69.0,4,104
5629,Indira Nagar,3200.0,3,250.0,4,108
5630,Anjanapura,950.0,2,32.0,2,18
5631,Marathahalli,4000.0,4,200.0,4,161
5632,Yelahanka,1282.0,2,48.72,3,226
5633,Jakkur,1220.0,2,49.0,3,110
5634,7th Phase JP Nagar,1415.0,3,65.0,3,6
5635,Green Glen Layout,1728.0,3,125.0,3,83
5636,Yelahanka,3990.0,4,260.0,4,226
5637,Kasavanhalli,1495.0,2,83.0,2,130
5638,Yeshwanthpur,2501.0,3,138.0,3,229
5639,Kanakpura Road,381.0,1,28.0,1,127
5640,Hennur Road,2002.0,3,120.0,3,96
5641,others,3200.0,3,260.0,3,230
5642,Banjara Layout,1200.0,2,70.0,2,32
5643,Bommasandra,1942.0,3,90.0,3,48
5644,others,1450.0,3,90.0,3,230
5645,Electronic City,1039.0,2,50.0,2,74
5646,Old Madras Road,1210.0,2,80.0,2,177
5647,Yelahanka,1620.0,3,90.0,3,226
5648,Hebbal Kempapura,3408.0,3,260.0,3,93
5649,Marathahalli,1314.0,2,55.0,2,161
5650,Bisuvanahalli,945.0,2,33.0,2,46
5651,Nehru Nagar,1374.0,3,72.0,3,174
5652,Kanakpura Road,1603.0,3,113.0,3,127
5653,Kengeri,1230.0,2,52.0,3,135
5654,Basavangudi,670.0,1,50.0,1,35
5655,Sarjapur  Road,1864.0,3,105.0,4,194
5656,Hosa Road,2500.0,3,100.0,3,101
5657,Raja Rajeshwari Nagar,1625.0,2,54.0,3,184
5658,Whitefield,1186.0,2,55.0,2,224
5659,Electronic City,770.0,1,39.9,2,74
5660,Varthur,1085.0,2,45.0,2,217
5661,others,1893.0,3,115.0,3,230
5662,Kundalahalli,1496.0,2,78.0,3,150
5663,Electronics City Phase 1,1550.0,2,82.0,3,76
5664,Marathahalli,1200.0,2,58.17,3,161
5665,Electronic City Phase II,1286.0,2,69.0,2,75
5666,Hebbal,1860.0,3,95.0,3,92
5667,Haralur Road,1243.0,2,45.0,2,90
5668,Brookefield,1200.0,2,75.0,2,51
5669,Sarjapur,1044.0,2,32.0,2,193
5670,7th Phase JP Nagar,1040.0,2,41.59,2,6
5671,8th Phase JP Nagar,1125.0,2,36.94,2,7
5672,Subramanyapura,1278.0,2,59.0,3,205
5673,others,2400.0,6,98.0,6,230
5674,others,1250.0,2,43.0,2,230
5675,Vijayanagar,2400.0,6,125.0,5,220
5676,Lakshminarayana Pura,1210.0,2,75.0,2,153
5677,Sarjapur  Road,1157.0,2,57.84,3,194
5678,Raja Rajeshwari Nagar,1185.0,2,51.15,2,184
5679,Kalena Agrahara,1450.0,3,100.0,3,121
5680,Old Madras Road,1859.0,3,121.0,3,177
5681,Ramamurthy Nagar,1305.0,3,60.0,3,188
5682,others,1200.0,2,100.0,3,230
5683,Thanisandra,1165.5,1,35.285,1,209
5684,Kasavanhalli,5000.0,2,400.0,2,130
5685,Sarjapur  Road,1150.0,2,36.8,2,194
5686,Whitefield,1806.0,3,85.0,3,224
5687,Kudlu,1027.0,2,42.0,2,147
5688,Uttarahalli,1002.0,2,40.08,2,216
5689,Electronic City Phase II,1220.0,2,36.21,3,75
5690,Whitefield,1109.0,2,35.22,2,224
5691,Hennur Road,1232.0,2,69.6,2,96
5692,Kalyan nagar,1250.0,2,65.0,2,122
5693,Raja Rajeshwari Nagar,1255.0,2,53.87,2,184
5694,Akshaya Nagar,1434.0,3,84.0,3,11
5695,Doddathoguru,925.0,2,30.0,2,70
5696,Jakkur,1858.0,3,123.0,3,110
5697,others,1205.0,2,70.0,2,230
5698,others,1500.0,3,90.0,3,230
5699,Thanisandra,965.0,2,56.0,2,209
5700,Battarahalli,1636.0,2,82.89,2,37
5701,Whitefield,1216.0,2,67.0,2,224
5702,Yelahanka,654.0,1,36.25,1,226
5703,Chikkabanavar,2460.0,7,80.0,4,58
5704,others,1190.0,2,41.0,2,230
5705,Budigere,1636.0,3,92.0,3,52
5706,Hennur Road,1195.0,2,73.0,2,96
5707,others,1250.0,2,67.0,2,230
5708,Whitefield,1452.0,3,90.0,3,224
5709,Thanisandra,1546.0,3,95.0,3,209
5710,others,2260.0,3,80.0,2,230
5711,others,2700.0,3,90.0,4,230
5712,JP Nagar,3000.0,3,150.0,4,109
5713,others,375.0,1,26.0,1,230
5714,Balagere,1007.0,2,66.0,2,25
5715,Kanakpura Road,1590.0,1,125.0,1,127
5716,Hennur Road,1020.0,2,47.0,2,96
5717,others,800.0,3,59.5,2,230
5718,Marathahalli,1125.0,2,55.0,2,161
5719,others,909.0,2,43.0,3,230
5720,others,1400.0,2,85.0,2,230
5721,Kadugodi,1152.0,2,61.0,2,117
5722,Subramanyapura,958.0,2,34.49,2,205
5723,Old Madras Road,2990.0,5,173.0,3,177
5724,Bellandur,1310.0,2,85.0,2,40
5725,Hosur Road,1590.0,2,126.0,3,104
5726,Green Glen Layout,1645.0,3,110.0,3,83
5727,others,1800.0,2,100.0,3,230
5728,Thanisandra,1795.0,3,150.0,3,209
5729,Thanisandra,1087.0,1,38.535,1,209
5730,others,925.0,2,70.0,2,230
5731,Basavangudi,1542.14,3,120.0,3,35
5732,Thanisandra,1430.0,2,54.0,3,209
5733,Bommanahalli,1020.0,2,55.0,2,47
5734,Electronic City Phase II,1140.0,2,32.92,2,75
5735,Anekal,967.0,2,45.0,3,17
5736,Hebbal,2470.0,4,203.0,4,92
5737,others,850.0,1,35.5,2,230
5738,others,1100.0,2,32.0,2,230
5739,Thanisandra,1697.0,3,110.0,3,209
5740,Varthur,1250.0,2,47.0,2,217
5741,Gottigere,1120.0,2,50.0,2,82
5742,NRI Layout,1200.0,4,95.0,4,168
5743,Hennur Road,5100.0,6,375.0,5,96
5744,Hebbal,1200.0,2,52.0,2,92
5745,Devarachikkanahalli,1417.0,2,76.0,3,66
5746,Thanisandra,1492.0,3,88.0,3,209
5747,Devanahalli,1498.0,3,79.15,3,65
5748,Kundalahalli,1010.0,2,48.27,2,150
5749,Channasandra,1050.0,2,35.0,2,56
5750,Hegde Nagar,1847.0,3,125.0,3,94
5751,others,1200.0,2,55.0,2,230
5752,Bellandur,982.0,2,37.28,2,40
5753,Hegde Nagar,2144.6,4,145.0,3,94
5754,Kengeri,750.0,2,36.5,2,135
5755,Electronic City,919.0,2,35.0,2,74
5756,Budigere,1087.0,2,54.3,2,52
5757,others,1480.0,3,74.0,3,230
5758,Tindlu,1180.0,2,52.0,2,213
5759,Jigani,1221.0,3,65.0,3,113
5760,Thanisandra,2072.0,3,122.0,3,209
5761,Whitefield,1600.0,3,69.0,3,224
5762,Sahakara Nagar,2200.0,3,98.0,3,190
5763,Kaikondrahalli,1253.0,2,81.5,2,120
5764,Hennur Road,1061.0,2,54.92,2,96
5765,Marathahalli,1950.0,3,115.0,3,161
5766,Marathahalli,1250.0,2,68.0,2,161
5767,Hennur Road,1585.0,2,80.0,3,96
5768,Kammasandra,1015.0,2,37.0,2,125
5769,Begur Road,3695.5,6,118.0,4,39
5770,Marathahalli,1125.0,2,56.8,2,161
5771,Electronic City Phase II,1116.0,2,40.0,2,75
5772,Kasavanhalli,4000.0,4,325.0,4,130
5773,Old Madras Road,1300.0,2,100.0,2,177
5774,Raja Rajeshwari Nagar,1419.0,2,60.42,2,184
5775,others,1310.0,2,55.0,3,230
5776,Thigalarapalya,2072.0,4,152.0,3,210
5777,Kaggadasapura,1240.0,2,58.58,2,118
5778,Chamrajpet,1565.0,3,98.91,3,54
5779,Budigere,1820.0,3,89.0,3,52
5780,Gubbalala,2500.0,3,88.0,3,84
5781,Hosa Road,1245.0,2,62.0,2,101
5782,GM Palaya,1315.0,3,65.0,3,78
5783,Kenchenahalli,1410.0,2,73.0,3,134
5784,Dasarahalli,1375.0,2,60.0,2,64
5785,Old Madras Road,1299.0,2,95.0,2,177
5786,others,993.0,2,45.5,2,230
5787,Bommasandra Industrial Area,1200.0,3,45.0,2,49
5788,others,2400.0,5,180.0,4,230
5789,Hoodi,1655.0,3,131.0,3,97
5790,Whitefield,2830.0,5,190.0,4,224
5791,others,6000.0,1,276.0,1,230
5792,others,825.0,2,40.0,1,230
5793,Begur Road,1634.0,3,111.0,3,39
5794,Banaswadi,1222.0,2,80.0,2,31
5795,Gottigere,1500.0,3,63.0,3,82
5796,Akshaya Nagar,1890.0,4,100.0,3,11
5797,Hulimavu,850.0,1,39.5,2,105
5798,Whitefield,1295.0,2,78.5,2,224
5799,Sarjapur  Road,1320.0,2,100.0,2,194
5800,2nd Stage Nagarbhavi,3000.0,3,170.0,4,2
5801,Harlur,1197.0,2,82.0,2,91
5802,others,1320.0,2,60.0,3,230
5803,Whitefield,840.0,1,57.6,1,224
5804,Raja Rajeshwari Nagar,1693.0,3,71.38,3,184
5805,Kodihalli,1000.0,2,62.0,2,141
5806,Babusapalaya,1305.0,2,70.0,2,24
5807,Kodichikkanahalli,450.0,1,18.0,1,138
5808,CV Raman Nagar,705.0,1,57.0,1,53
5809,Tumkur Road,4800.0,5,150.0,5,214
5810,Whitefield,1991.0,3,104.0,3,224
5811,Battarahalli,1779.0,3,90.0,3,37
5812,Banaswadi,870.0,2,38.0,2,31
5813,Thanisandra,1595.0,3,120.0,3,209
5814,Iblur Village,2000.0,4,138.0,3,107
5815,Yelahanka,1614.0,3,93.0,3,226
5816,Gottigere,1200.0,2,40.0,2,82
5817,Electronic City Phase II,1150.0,3,46.0,3,75
5818,Sonnenahalli,1610.0,3,80.48,3,204
5819,Whitefield,1190.0,2,41.0,2,224
5820,others,1050.0,2,50.0,2,230
5821,7th Phase JP Nagar,1460.0,2,97.0,3,6
5822,others,600.0,1,33.0,1,230
5823,others,1569.0,3,70.0,3,230
5824,others,2600.0,3,147.0,3,230
5825,Electronics City Phase 1,645.0,1,42.5,1,76
5826,Marathahalli,1350.0,2,90.0,2,161
5827,others,1410.0,2,45.12,3,230
5828,Whitefield,1109.0,2,35.47,2,224
5829,Bannerghatta Road,1215.0,2,68.0,2,34
5830,Varthur Road,1255.0,2,52.76,2,218
5831,others,1020.0,2,49.0,2,230
5832,others,1225.0,2,82.0,3,230
5833,Singasandra,1120.0,2,60.0,2,201
